"date.run","response","fixed","altitude_included","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic","linear.slope","number.plots","geographic.areas"
2020-08-02,"ANPP_foliage","TempSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,1.646e-09,98,0.48,0.8,34.1,-1.82616,94,49
2020-08-02,"ANPP_woody_stem","TempSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,9.127e-06,264,0.14,0.84,17.6,-1.26928,252,96
2020-08-02,"ANPP","TempRangeAnnual",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,2.011e-13,278,0.37,0.78,51.9,-0.0514,177,86
2020-08-02,"ANPP_foliage","TempRangeAnnual",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,6.118e-10,98,0.5,0.79,36.1,-0.06172,94,49
2020-08-02,"ANPP_woody_stem","TempRangeAnnual",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,7.46e-05,264,0.12,0.83,13.6,-0.03881,252,96
2020-08-02,"ANPP","AnnualFrostDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,1.468e-15,278,0.41,0.82,61.6,-0.0077,177,86
2020-08-02,"ANPP_foliage","AnnualFrostDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,1.398e-11,98,0.53,0.78,43.4,-0.00887,94,49
2020-08-02,"ANPP_woody_stem","AnnualFrostDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,7.865e-07,264,0.17,0.85,22.3,-0.00569,252,96
2020-08-02,"ANPP","AnnualWetDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,5.087e-06,278,0.17,0.82,18.7,0.00827,177,86
2020-08-02,"ANPP_foliage","AnnualWetDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.00238,98,0.15,0.8,7,0.00805,94,49
2020-08-02,"ANPP_woody_stem","AnnualWetDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.315,264,0.01,0.84,1.1,0.00177,252,96
2020-08-02,"ANPP","Aridity",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.04038,278,0.05,0.8,2.1,2e-05,177,86
2020-08-02,"ANPP_foliage","Aridity",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.002682,98,0.11,0.77,6.8,5e-05,94,49
2020-08-02,"ANPP_woody_stem","Aridity",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.01386,264,0.07,0.83,4,2e-05,252,96
2020-08-02,"ANPP","PotentialEvapotranspiration",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,6.056e-07,278,0.27,0.83,24.5,0.00113,177,86
2020-08-02,"ANPP_foliage","PotentialEvapotranspiration",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,2.746e-07,98,0.32,0.8,24.2,0.00194,94,49
2020-08-02,"ANPP_woody_stem","PotentialEvapotranspiration",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.0001126,264,0.2,0.86,14,0.00105,252,96
2020-08-02,"ANPP","VapourPressureDeficit",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,2.757e-06,278,0.23,0.84,21.4,1.65294,177,86
2020-08-02,"ANPP_foliage","VapourPressureDeficit",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,1.357e-08,98,0.35,0.79,30,2.80043,94,49
2020-08-02,"ANPP_woody_stem","VapourPressureDeficit",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,1.798e-05,264,0.21,0.85,17.7,1.56219,252,96
2020-08-02,"ANPP","SolarRadiation",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.0001474,278,0.11,0.81,12.3,0,177,86
2020-08-02,"ANPP_foliage","SolarRadiation",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0004423,98,0.17,0.78,10.1,0,94,49
2020-08-02,"ANPP_woody_stem","SolarRadiation",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.002915,264,0.06,0.84,6.8,0,252,96
2020-08-02,"ANPP","PreSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.6964,278,0,0.81,1.9,0.00129,177,86
2020-08-02,"ANPP_foliage","PreSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.8804,98,0,0.8,2.2,0.00074,94,49
2020-08-02,"ANPP_woody_stem","PreSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.01005,264,0.05,0.84,5,0.00599,252,96
2020-08-02,"ANPP","MaxVPD",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.04133,278,0.06,0.83,2.2,0.32354,177,86
2020-08-02,"ANPP_foliage","MaxVPD",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.009047,98,0.07,0.81,4.9,0.77372,94,49
2020-08-02,"ANPP_woody_stem","MaxVPD",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.001996,264,0.14,0.85,7.5,0.86046,252,96
2020-08-02,"ANPP","WaterStressMonths",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.02838,270,0.06,0.81,3,-0.0324,171,82
2020-08-02,"ANPP_foliage","WaterStressMonths",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.002139,97,0.17,0.78,7.8,-0.07554,93,48
2020-08-02,"ANPP_woody_stem","WaterStressMonths",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",FALSE,0.1312,256,0.02,0.84,0.2,-0.00872,244,91
2020-08-02,"ANPP","length_growing_season",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,1.126e-11,278,0.34,0.81,44,0.21514,177,86
2020-08-02,"ANPP_foliage","length_growing_season",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,3.075e-09,98,0.46,0.81,32.9,0.2394,94,49
2020-08-02,"ANPP_woody_stem","length_growing_season",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0001306,264,0.11,0.84,12.6,0.15244,252,96
2020-08-02,"ANPP","CloudCover",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.003593,278,0.09,0.81,7.1,0.02625,177,86
2020-08-02,"ANPP_foliage","CloudCover",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.0985,98,0.04,0.79,0.5,0.0296,94,49
2020-08-02,"ANPP_woody_stem","CloudCover",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.008437,264,0.09,0.85,5.4,0.0048,252,96
2020-08-02,"R_auto","mat",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.0001552,22,0.59,0.91,10.9,0.08144,22,13
2020-08-02,"R_auto_root","mat",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.001126,64,0.24,0.94,8.3,0.06864,44,26
2020-08-02,"R_auto","map",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.000369,22,0.6,0.91,8.6,0.00065,22,13
2020-08-02,"R_auto_root","map",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.002424,64,0.15,0.94,6.8,0.00045,44,26
2020-08-02,"R_auto","lat",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,4.868e-05,22,0.65,0.91,13.1,-0.04038,22,13
2020-08-02,"R_auto_root","lat",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.000822,64,0.22,0.93,8.8,-0.03551,44,26
2020-08-02,"R_auto","TempSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,4.751e-05,22,0.65,0.91,13.1,-1.75142,22,13
2020-08-02,"R_auto_root","TempSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0005598,64,0.24,0.93,9.5,-1.07824,44,26
2020-08-02,"R_auto","TempRangeAnnual",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0001118,22,0.6,0.91,11.5,-0.0586,22,13
2020-08-02,"R_auto_root","TempRangeAnnual",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0008445,64,0.22,0.93,8.8,-0.04229,44,26
2020-08-02,"R_auto","AnnualFrostDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.0003545,22,0.57,0.92,9.4,-0.00835,22,13
2020-08-02,"R_auto_root","AnnualFrostDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.00191,64,0.19,0.93,7.3,-0.00645,44,26
2020-08-02,"R_auto","AnnualWetDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",TRUE,0.04518,22,0.26,0.91,0.6,0.00904,22,13
2020-08-02,"R_auto_root","AnnualWetDays",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.01536,64,0.17,0.94,3.5,0.01009,44,26
2020-08-02,"R_auto","Aridity",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.004121,22,0.48,0.92,3.7,7e-05,22,13
2020-08-02,"R_auto_root","Aridity",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.001884,64,0.16,0.94,7.3,0.00011,44,26
2020-08-02,"R_auto","PotentialEvapotranspiration",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.004128,22,0.36,0.92,4.8,0.00235,22,13
2020-08-02,"R_auto_root","PotentialEvapotranspiration",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.03813,64,0.19,0.94,1.7,0.00071,44,26
2020-08-02,"R_auto","VapourPressureDeficit",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.005568,22,0.35,0.91,4.3,2.52301,22,13
2020-08-02,"R_auto_root","VapourPressureDeficit",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.poly",TRUE,0.003255,64,0.27,0.94,6.7,1.13593,44,26
2020-08-02,"R_auto","SolarRadiation",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.01576,22,0.27,0.91,2.4,1e-05,22,13
2020-08-02,"R_auto_root","SolarRadiation",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.7578,64,0,0.94,2.3,0,44,26
2020-08-02,"R_auto","PreSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.7432,22,0.01,0.91,3.3,-0.0049,22,13
2020-08-02,"R_auto_root","PreSeasonality",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.2316,64,0.06,0.94,0.9,-0.00876,44,26
2020-08-02,"R_auto","MaxVPD",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5652,22,0.02,0.91,3.1,0.45867,22,13
2020-08-02,"R_auto_root","MaxVPD",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.5547,64,0.02,0.93,2,-0.21752,44,26
2020-08-02,"R_auto","WaterStressMonths",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",TRUE,0.02716,22,0.3,0.89,1.5,-0.25587,22,13
2020-08-02,"R_auto_root","WaterStressMonths",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.003656,64,0.14,0.94,6.1,-0.16166,44,26
2020-08-02,"R_auto","length_growing_season",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.002406,22,0.47,0.92,5.8,0.21835,22,13
2020-08-02,"R_auto_root","length_growing_season",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim",TRUE,0.004149,64,0.19,0.94,5.9,0.19381,44,26
2020-08-02,"R_auto","CloudCover",FALSE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.06978,22,0.19,0.9,0.1,0.06159,22,13
2020-08-02,"R_auto_root","CloudCover",FALSE,"geographic.area/plot.name","age.greater.than.100","mod.clim.log",TRUE,0.03805,64,0.16,0.94,1.9,0.03911,44,26
