"date.run","response","fixed","altitude_included","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic","linear.slope"
2019-05-21,"ANPP","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.973e-07,249,0.1959,0.9854,0.519,0.00028
2019-05-21,"ANPP_foliage","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.23e-05,95,0.2626,0.9854,3.33,4e-04
2019-05-21,"ANPP","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.123e-14,249,0.4913,0.9858,1.569,-0.00756
2019-05-21,"ANPP_foliage","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.301e-11,95,0.6223,0.9879,2.331,-0.00852
2019-05-21,"ANPP","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.866e-06,249,0.214,0.9876,2.359,0.00524
2019-05-21,"ANPP_foliage","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001408,95,0.1778,0.9898,2.333,0.0069
2019-05-21,"ANPP","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.868e-12,249,0.4574,0.9857,1.533,7.3814
2019-05-21,"ANPP_foliage","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.98e-11,95,0.6875,0.9884,4.435,8.92965
2019-05-21,"ANPP","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.988e-05,249,0.1286,0.9868,2.059,2e-05
2019-05-21,"ANPP_foliage","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.005038,95,0.1391,0.9893,1.794,4e-05
2019-05-21,"ANPP","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.728e-10,249,0.4075,0.9895,13.97,0.001
2019-05-21,"ANPP_foliage","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,9.323e-09,95,0.5212,0.9881,0.9018,0.00212
2019-05-21,"ANPP","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.71e-07,249,0.2757,0.989,1.883,1.35784
2019-05-21,"ANPP_foliage","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.807e-08,95,0.4945,0.9854,3.444,2.96772
2019-05-21,"ANPP","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.415e-11,249,0.3427,0.9867,6.348,0
2019-05-21,"ANPP_foliage","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.948e-06,95,0.3859,0.9898,1.128,1e-05
2019-05-21,"ANPP_woody","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0003472,36,0.566,0.9888,3.103,0.06199
2019-05-21,"ANPP_woody_stem","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.394e-12,234,0.3302,0.9839,0.7417,0.06178
2019-05-21,"ANPP_woody","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.000811,35,0.4552,0.9905,8.159,9e-05
2019-05-21,"ANPP_woody_stem","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,4.777e-07,236,0.2004,0.9859,0.8829,0.00016
2019-05-21,"ANPP_woody","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0004765,54,0.4622,0.9867,2.438,-0.0207
2019-05-21,"ANPP_woody_stem","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.863e-12,265,0.312,0.9891,1.087,-0.02483
2019-05-21,"ANPP_woody","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0006746,54,0.4208,0.9868,0.7284,0.04943
2019-05-21,"ANPP_woody_stem","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.462e-09,265,0.2776,0.9874,1.698,0.04582
2019-05-21,"ANPP_woody","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0002151,54,0.4711,0.9873,1.213,-0.0129
2019-05-21,"ANPP_woody_stem","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.623e-10,265,0.2356,0.9862,2.101,-0.01057
2019-05-21,"ANPP_woody","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0004693,54,0.4517,0.9873,1.609,-0.04214
2019-05-21,"ANPP_woody_stem","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.548e-08,265,0.2052,0.9861,2.003,-0.0304
2019-05-21,"ANPP_woody","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.04045,54,0.1824,0.987,2.471,0.00023
2019-05-21,"ANPP_woody_stem","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.532e-08,265,0.2158,0.9852,2.102,0.00025
2019-05-21,"ANPP_woody","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.000473,54,0.4464,0.9887,1.906,-0.0058
2019-05-21,"ANPP_woody_stem","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.213e-09,265,0.2496,0.9874,1.819,-0.00496
2019-05-21,"ANPP_woody","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.03238,54,0.1878,0.9904,2.38,0.00434
2019-05-21,"ANPP_woody_stem","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.653e-06,265,0.1717,0.988,3.75,0.00209
2019-05-21,"ANPP_woody","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.002766,54,0.3439,0.9874,2.272,4.78462
2019-05-21,"ANPP_woody_stem","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.938e-09,265,0.2767,0.9876,1.917,4.71945
2019-05-21,"ANPP_woody","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.07631,54,0.1345,0.9895,2.191,1e-05
2019-05-21,"ANPP_woody_stem","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.348e-07,265,0.1868,0.9862,1.623,3e-05
2019-05-21,"ANPP_woody","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.000101,54,0.5081,0.9873,0.4433,0.00219
2019-05-21,"ANPP_woody_stem","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.886e-09,265,0.3618,0.991,16.14,0.00067
2019-05-21,"ANPP_woody","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0001891,54,0.5212,0.9851,0.7184,2.66518
2019-05-21,"ANPP_woody_stem","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.769e-07,265,0.2842,0.9894,4.84,1.03826
2019-05-21,"ANPP_woody","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0006326,54,0.4148,0.9881,2.139,1e-05
2019-05-21,"ANPP_woody_stem","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.188e-09,265,0.2089,0.9899,12.04,0
