"Modnames","AICc","Delta_AICc","Marginal","Conditional","response.variable"
"mean ~ poly(AnnualFrostDays, 2, raw = T)+(1|geographic.area/plot.name)",304.037720463579,0.476527810073947,0.19678693222065,0.647001165609614,"BNPP_root_fine"
"mean ~ poly(TempSeasonality, 1, raw = T)+(1|geographic.area/plot.name)",304.278090811898,0.716898158393576,0.169262949134888,0.665730184269061,"BNPP_root_fine"
"mean ~ poly(lat, 1, raw = T)+(1|geographic.area/plot.name)",304.704321576704,1.1431289231997,0.169300429828247,0.661170791051273,"BNPP_root_fine"
"mean ~ poly(TempRangeAnnual, 2, raw = T)+(1|geographic.area/plot.name)",304.87236779196,1.31117513845544,0.179850565484985,0.676969069169952,"BNPP_root_fine"
"mean ~ poly(mat, 1, raw = T)+(1|geographic.area/plot.name)",305.143482539542,1.58228988603736,0.158008680657727,0.611018745958054,"BNPP_root_fine"
"mean ~ poly(TempSeasonality, 1, raw = T)+masl+(1|geographic.area/plot.name)",305.513480023575,1.95228737007022,0.179319092268796,0.627366772246772,"BNPP_root_fine"
"mean ~ poly(lat, 1, raw = T)+masl+(1|geographic.area/plot.name)",893.854865960698,0,0.495299964869032,0.821730245029976,"ANPP"
"mean ~ poly(lat, 2, raw = T)+masl+(1|geographic.area/plot.name)",895.665150740992,1.81028478029384,0.4980807036247,0.823494716711906,"ANPP"
"mean ~ poly(mat, 2, raw = T)+(1|geographic.area/plot.name)",899.724682393985,5.86981643328716,0.456018121808835,0.82137436339592,"ANPP"
"mean ~ poly(mat, 1, raw = T)+(1|geographic.area/plot.name)",900.416174409473,6.56130844877475,0.443232765806066,0.822228850502956,"ANPP"
"mean ~ poly(mat, 2, raw = T)+masl+(1|geographic.area/plot.name)",901.837644160172,7.98277819947441,0.455873304541354,0.8212406584193,"ANPP"
"mean ~ poly(mat, 1, raw = T)+masl+(1|geographic.area/plot.name)",902.117454643254,8.26258868255604,0.440002403422364,0.817615103733783,"ANPP"
"mean ~ poly(TempSeasonality, 2, raw = T)+masl+(1|geographic.area/plot.name)",903.343127378006,9.48826141730842,0.463166121436808,0.811706847633787,"ANPP"
"mean ~ poly(TempSeasonality, 1, raw = T)+masl+(1|geographic.area/plot.name)",909.232739773018,15.3778738123198,0.407486898386848,0.808846536737747,"ANPP"
"mean ~ poly(mat, 1, raw = T)+(1|geographic.area/plot.name)",199.194541551478,0,0.592128190395056,0.789756338182836,"ANPP_foliage"
"mean ~ poly(mat, 1, raw = T)+masl+(1|geographic.area/plot.name)",200.842174017601,1.64763246612301,0.599712932439928,0.792973354125631,"ANPP_foliage"
"mean ~ poly(mat, 2, raw = T)+(1|geographic.area/plot.name)",201.3709397362,2.17639818472225,0.592681991585729,0.789579945210769,"ANPP_foliage"
"mean ~ poly(mat, 2, raw = T)+masl+(1|geographic.area/plot.name)",203.152364172024,3.9578226205461,0.599612630352479,0.793005771753387,"ANPP_foliage"
"mean ~ poly(AnnualFrostDays, 1, raw = T)+(1|geographic.area/plot.name)",208.665666437481,9.47112488600263,0.54120000450338,0.771933333322564,"ANPP_foliage"
"mean ~ poly(lat, 1, raw = T)+masl+(1|geographic.area/plot.name)",208.908950960214,9.71440940873603,0.537329861636571,0.800136866209845,"ANPP_foliage"
"mean ~ poly(AnnualFrostDays, 1, raw = T)+masl+(1|geographic.area/plot.name)",210.091233518081,10.8966919666031,0.538832206682722,0.776939056460142,"ANPP_foliage"
"mean ~ poly(lat, 2, raw = T)+masl+(1|geographic.area/plot.name)",210.222937595842,11.0283960443635,0.538809638458514,0.794896159013263,"ANPP_foliage"
"mean ~ poly(mat, 1, raw = T)+(1|geographic.area/plot.name)",644.99850575016,0,0.244445658743279,0.827784330768866,"ANPP_woody_stem"
"mean ~ poly(mat, 2, raw = T)+(1|geographic.area/plot.name)",645.838141665753,0.83963591559359,0.256006227005566,0.826512917116015,"ANPP_woody_stem"
"mean ~ poly(lat, 1, raw = T)+masl+(1|geographic.area/plot.name)",645.882594572782,0.884088822622289,0.261117796286494,0.828049627354994,"ANPP_woody_stem"
"mean ~ poly(mat, 1, raw = T)+masl+(1|geographic.area/plot.name)",646.071663732817,1.07315798265722,0.243863131625785,0.822630304897945,"ANPP_woody_stem"
"mean ~ poly(mat, 2, raw = T)+masl+(1|geographic.area/plot.name)",647.407718944157,2.40921319399729,0.255036561386075,0.823608004515234,"ANPP_woody_stem"
"mean ~ poly(lat, 2, raw = T)+masl+(1|geographic.area/plot.name)",647.485445671531,2.48693992137089,0.25820891404577,0.826397683196429,"ANPP_woody_stem"
"mean ~ poly(TempSeasonality, 1, raw = T)+masl+(1|geographic.area/plot.name)",650.48651835453,5.4880126043704,0.219525750112927,0.82373080208454,"ANPP_woody_stem"
"mean ~ poly(TempSeasonality, 2, raw = T)+masl+(1|geographic.area/plot.name)",652.22461119868,7.22610544852023,0.222100446223185,0.824581439566259,"ANPP_woody_stem"
"mean ~ poly(lat, 1, raw = T)+(1|geographic.area/plot.name)",128.128146550462,0,0.68488349919116,0.91208860397383,"R_auto"
"mean ~ poly(mat, 1, raw = T)+(1|geographic.area/plot.name)",130.319303010144,2.19115645968165,0.627113299387043,0.910188396610984,"R_auto"
"mean ~ poly(lat, 2, raw = T)+(1|geographic.area/plot.name)",131.599922575921,3.47177602545864,0.683410151296521,0.909239375515353,"R_auto"
"mean ~ poly(lat, 1, raw = T)+masl+(1|geographic.area/plot.name)",131.974055501546,3.84590895108317,0.686048422249959,0.912128901989829,"R_auto"
"mean ~ poly(TempSeasonality, 2, raw = T)+(1|geographic.area/plot.name)",132.151314860173,4.0231683097108,0.675942774576464,0.909208429602675,"R_auto"
"mean ~ poly(AnnualFrostDays, 1, raw = T)+(1|geographic.area/plot.name)",132.233133546792,4.10498699633001,0.588037057781271,0.906980944243808,"R_auto"
"mean ~ poly(TempSeasonality, 1, raw = T)+(1|geographic.area/plot.name)",132.516253899388,4.38810734892525,0.525975781473342,0.896339974543189,"R_auto"
"mean ~ poly(map, 2, raw = T)+(1|geographic.area/plot.name)",132.667735937115,4.53958938665284,0.66280240025543,0.911750876287107,"R_auto"
"mean ~ poly(TempSeasonality, 2, raw = T)+masl+(1|geographic.area/plot.name)",240.746108902094,0,0.441836395945607,0.655143334634087,"R_auto_root"
"mean ~ poly(TempSeasonality, 2, raw = T)+(1|geographic.area/plot.name)",241.485380432716,0.739271530621323,0.407102452458236,0.662583337311831,"R_auto_root"
"mean ~ poly(TempRangeAnnual, 2, raw = T)+(1|geographic.area/plot.name)",241.527654802294,0.781545900199859,0.389416829724431,0.645740210055111,"R_auto_root"
"mean ~ poly(lat, 1, raw = T)+masl+(1|geographic.area/plot.name)",241.834086734249,1.08797783215437,0.364566944692033,0.658869174727856,"R_auto_root"
"mean ~ poly(TempRangeAnnual, 2, raw = T)+masl+(1|geographic.area/plot.name)",243.875247013733,3.12913811163915,0.390426377637517,0.646536241688073,"R_auto_root"
"mean ~ poly(lat, 2, raw = T)+masl+(1|geographic.area/plot.name)",243.969344297471,3.22323539537703,0.368377874163629,0.658082497049387,"R_auto_root"
"mean ~ poly(lat, 2, raw = T)+(1|geographic.area/plot.name)",245.431779800397,4.68567089830302,0.327245802902593,0.669121302895644,"R_auto_root"
"mean ~ poly(lat, 1, raw = T)+(1|geographic.area/plot.name)",246.942503975504,6.19639507341026,0.289533456288264,0.681914471206789,"R_auto_root"
