"date.run","response","fixed","altitude_included","random","Age.filter","best.model","significant","p.value","sample.size","Rsq.R2m","Rsq.R2c","delta.aic","linear.slope","lowerCI","upperCI"
2019-04-11,"BNPP_root_fine","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004534,79,0.2999,0.9073,1.912,0.04069,0.0270942037657629,0.0577737669603789
2019-04-11,"GPP","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.974e-15,221,0.7478,0.9968,7.574,-0.01968,-0.0219533300083805,-0.0175981169172752
2019-04-11,"NPP","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.938e-10,78,0.7448,0.9858,5.163,-0.01752,-0.0209762836099249,-0.0144136839085489
2019-04-11,"BNPP_root","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,4.886e-09,92,0.5745,0.9864,5.044,-0.01548,-0.0202013789996064,-0.0119125644954619
2019-04-11,"BNPP_root_fine","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.004058,79,0.2966,0.9023,2.411,-0.00884,-0.0124010815996154,-0.00582836564150848
2019-04-11,"GPP","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.679e-14,221,0.731,0.9969,5.424,-0.06758,-0.075536982648758,-0.0615410916252238
2019-04-11,"NPP","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.445e-09,78,0.7328,0.9862,4.793,-0.05995,-0.0721693732334643,-0.0491242915459208
2019-04-11,"BNPP_root","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.083e-08,92,0.5486,0.9872,6.503,-0.05129,-0.0665436402451965,-0.0411568615158593
2019-04-11,"BNPP_root_fine","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.002537,79,0.3198,0.9041,2.387,-0.03137,-0.0428885541273577,-0.0214299676822783
2019-04-11,"GPP","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.139e-08,221,0.47,0.9973,0.0587,0.00083,0.000692225724243986,0.000966643550803715
2019-04-11,"NPP","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.895e-06,78,0.5544,0.9799,1.381,0.00079,0.000648080631763544,0.00101463166813984
2019-04-11,"BNPP_root","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0001729,92,0.3226,0.9851,2.956,0.00043,0.000263946535308056,0.00078460481261906
2019-04-11,"BNPP_root_fine","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.01348,79,0.3064,0.9098,4.07,0.00024,0.000130231931035441,0.000672230818086742
2019-04-11,"GPP","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.03e-09,221,0.5683,0.9971,1.113,-0.00855,-0.00974972539244288,-0.00762034722839062
2019-04-11,"NPP","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.957e-09,78,0.7383,0.9855,2.232,-0.0096,-0.0115159904091046,-0.00828925191409731
2019-04-11,"BNPP_root","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.958e-07,92,0.482,0.9856,0.9564,-0.00743,-0.0111660818249091,-0.00589862738517473
2019-04-11,"BNPP_root_fine","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.002119,79,0.3528,0.9092,2.369,-0.00502,-0.00687891419946601,-0.00339226671054571
2019-04-11,"GPP","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.001992,221,0.1635,0.9976,1.701,0.00484,0.00116991266432313,0.00740935112305191
2019-04-11,"NPP","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.03883,78,0.1781,0.9875,0.3653,0.00731,0.00445946388424653,0.0112646768649509
2019-04-11,"BNPP_root","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.0213,92,0.1629,0.9861,5.514,0.00245,0.00013013072905419,0.00820761755516386
2019-04-11,"BNPP_root_fine","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.7163,79,0.02878,0.902,1.528,0.00233,-0.000582143813588259,0.00623759582892394
2019-04-11,"GPP","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.254e-14,221,0.7425,0.9969,1.282,10.85425,9.64752491893882,12.0087278048059
2019-04-11,"NPP","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.322e-10,78,0.7692,0.9832,2.002,10.58971,9.3749019610555,13.8808998303888
2019-04-11,"BNPP_root","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,4.081e-09,92,0.558,0.9856,0.5783,8.70434,7.34487884983172,11.0091483258279
2019-04-11,"BNPP_root_fine","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.006088,79,0.2936,0.9116,1.626,5.09667,3.02643310835346,7.09094639108182
2019-04-11,"GPP","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.002164,221,0.1794,0.9976,1.559,4e-05,1.40052670073294e-05,6.66823824868651e-05
2019-04-11,"NPP","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1459,78,0.0988,0.9836,2.408,4e-05,1.85093596123072e-05,9.14259559394727e-05
2019-04-11,"BNPP_root","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.09934,92,0.07671,0.9855,0.2176,3e-05,-2.47273971630139e-06,0.000108672431026651
2019-04-11,"BNPP_root_fine","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.04799,79,0.2475,0.9154,0.8031,4e-05,2.35465662725783e-05,9.45587897023289e-05
2019-04-11,"GPP","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.448e-07,221,0.5278,0.9972,11.4,0.0015,0.00107650368740852,0.0018464911218294
2019-04-11,"NPP","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.559e-07,78,0.619,0.9839,2.556,0.0024,0.00203327553629375,0.00324934553417978
2019-04-11,"BNPP_root","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.044e-06,92,0.4774,0.985,8.198,0.00156,0.00117311887735188,0.00224637465975422
2019-04-11,"BNPP_root_fine","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.009558,79,0.2937,0.8983,0.07043,0.00125,0.000764088162804044,0.00181341772283859
2019-04-11,"GPP","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.639e-06,221,0.4956,0.9972,12.48,1.4638,0.606294806692326,1.89222972448166
2019-04-11,"NPP","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.189e-06,78,0.5493,0.9847,2.201,3.16577,2.5068776244443,4.53924147647268
2019-04-11,"BNPP_root","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,2.102e-05,92,0.4278,0.9866,2.4,2.45291,1.76656598331325,3.87812822625345
2019-04-11,"BNPP_root_fine","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.009567,79,0.3282,0.8985,4.595,1.36396,0.558897072272556,2.42574201011423
2019-04-11,"GPP","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.166e-05,221,0.3564,0.9972,1.327,1e-05,3.76948571085533e-06,6.57511742156708e-06
2019-04-11,"NPP","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.317e-08,78,0.5802,0.9891,0.7899,1e-05,6.53531057529153e-06,1.05581199119192e-05
2019-04-11,"BNPP_root","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.825e-06,92,0.3861,0.9862,1.291,1e-05,3.80145321817197e-06,6.93664190325882e-06
2019-04-11,"BNPP_root_fine","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.01736,79,0.2458,0.9126,2.135,0,2.29002740242677e-06,5.94918266841197e-06
2019-04-11,"ANPP_1","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.516e-11,119,0.5093,0.9854,2.102,0.06959,0.0488031194346877,0.0830880871352273
2019-04-11,"ANPP_foliage","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.824e-12,79,0.6988,0.9894,1.946,0.07689,0.0628579379534973,0.0864131071735463
2019-04-11,"ANPP_1","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,5.445e-06,120,0.2529,0.9881,9.468,6e-05,-0.000163264738330928,0.000431866333693061
2019-04-11,"ANPP_foliage","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.745e-05,85,0.4198,0.9847,13.28,0.00023,-1.17046277174486e-05,0.000807421116765249
2019-04-11,"ANPP_1","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.417e-13,147,0.5349,0.9892,1.737,-0.03592,-0.043029439345632,-0.0306884706896928
2019-04-11,"ANPP_foliage","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.371e-13,109,0.6449,0.9898,0.7483,-0.03694,-0.0426017229760437,-0.0317838176713796
2019-04-11,"ANPP_1","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.754e-08,147,0.3938,0.9869,2.924,0.05245,0.0307546999152751,0.0693346224274084
2019-04-11,"ANPP_foliage","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.998e-14,109,0.6843,0.9894,2.283,0.07722,0.0677597634006308,0.0903550906814484
2019-04-11,"ANPP_1","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.86e-10,147,0.4263,0.9857,2.05,-0.01413,-0.01767993423447,-0.00471310987787828
2019-04-11,"ANPP_foliage","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.482e-11,109,0.5615,0.9892,0.8375,-0.01544,-0.0184120032484816,-0.0119072870233023
2019-04-11,"ANPP_1","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.315e-09,147,0.4078,0.9851,2.204,-0.04347,-0.0576395441388439,-0.00973598907572983
2019-04-11,"ANPP_foliage","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.857e-10,109,0.5417,0.9885,1.297,-0.04928,-0.0595350204628968,-0.0367247180735665
2019-04-11,"ANPP_1","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.521e-06,147,0.2271,0.9875,1.746,0.00025,0.000175669037218814,0.000483729001933859
2019-04-11,"ANPP_foliage","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.379e-06,109,0.3042,0.9862,4.494,0.00046,0.000249342147730998,0.000857141998023355
2019-04-11,"ANPP_1","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.876e-10,147,0.4697,0.9877,1.536,-0.00695,-0.00876965586010664,-0.00473109593345719
2019-04-11,"ANPP_foliage","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.38e-12,109,0.6243,0.9894,2.186,-0.00819,-0.00946642482916763,-0.0069142856836237
2019-04-11,"ANPP_1","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.051e-05,147,0.2119,0.9894,1.625,0.00254,-0.00271735617250079,0.00529958190511665
2019-04-11,"ANPP_foliage","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.003872,109,0.1301,0.9911,1.5,0.00639,0.00224993134283769,0.0102483252725564
2019-04-11,"ANPP_1","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.621e-07,147,0.3659,0.9882,0.2814,5.72733,2.25628427197063,7.8998310866208
2019-04-11,"ANPP_foliage","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.076e-12,109,0.6897,0.9896,2.971,9.10251,7.67402292048062,10.7386194648089
2019-04-11,"ANPP_1","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0001092,147,0.1611,0.9885,2.205,1e-05,7.90497019917462e-06,3.74771341528777e-05
2019-04-11,"ANPP_foliage","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.005791,109,0.1108,0.9906,0.5786,4e-05,1.61704919077034e-05,0.000122892323388217
2019-04-11,"ANPP_1","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,4.084e-07,147,0.4265,0.9915,8.335,0.00069,0.000184652935001397,0.0012361439802288
2019-04-11,"ANPP_foliage","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.748e-10,109,0.5334,0.9893,6.889,0.00192,0.00163717339446694,0.00257805130743678
2019-04-11,"ANPP_1","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,9.239e-05,147,0.2743,0.991,0.8618,0.62636,-0.233745697584581,1.48305318941363
2019-04-11,"ANPP_foliage","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,9.433e-10,109,0.4945,0.9874,6.071,2.90058,2.41927795350059,3.82869352373734
2019-04-11,"ANPP_1","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.706e-08,147,0.3275,0.9889,4.079,0,1.2689158593975e-06,5.18939448277809e-06
2019-04-11,"ANPP_foliage","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.617e-07,109,0.3711,0.9897,1.124,1e-05,4.25909308438023e-06,6.90925751963214e-06
2019-04-11,"ANPP_woody","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.046e-05,45,0.686,0.9886,2.81,0.06555,0.053958929766123,0.0831779826909067
2019-04-11,"ANPP_woody_stem","mat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.742e-16,255,0.4415,0.9771,1.682,0.06381,0.0536412121751778,0.0759844926937365
2019-04-11,"ANPP_woody","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,7.196e-05,44,0.5708,0.9905,13.22,0.00018,-6.92412954679276e-05,0.000773219093784365
2019-04-11,"ANPP_woody_stem","map",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.477e-10,257,0.2608,0.9799,2.253,0.00022,0.000144717109916772,0.000367903866745939
2019-04-11,"ANPP_woody","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,0.000146,63,0.4856,0.9871,2.429,-0.02487,-0.0330587686463882,-0.0184777380561908
2019-04-11,"ANPP_woody_stem","lat",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.597e-16,286,0.4011,0.9837,0.4548,-0.02732,-0.0347451595164254,-0.0207442489356435
2019-04-11,"ANPP_woody","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,8.443e-05,63,0.5718,0.9874,0.2582,0.05822,0.0483573557028649,0.0776193221398996
2019-04-11,"ANPP_woody_stem","AnnualMeanTemp",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.107e-13,286,0.3688,0.9819,0.4852,0.05181,0.0414302532376053,0.0652958549968501
2019-04-11,"ANPP_woody","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.533e-05,63,0.5848,0.9874,1.657,-0.0142,-0.0181134660599036,-0.0121489802969126
2019-04-11,"ANPP_woody_stem","TempSeasonality",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,2.689e-14,286,0.3288,0.9809,2.023,-0.01194,-0.01528404273905,-0.00816167604642891
2019-04-11,"ANPP_woody","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.372e-05,63,0.5754,0.9874,1.87,-0.04784,-0.0599106210622784,-0.0417552074176976
2019-04-11,"ANPP_woody_stem","TempRangeAnnual",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,3.756e-13,286,0.3011,0.981,2.069,-0.03722,-0.0521205687137696,-0.0210392922949808
2019-04-11,"ANPP_woody","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.02372,63,0.1918,0.9859,2.486,0.00037,5.84295674744551e-05,0.000890450845265972
2019-04-11,"ANPP_woody_stem","AnnualPre",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,8.782e-12,286,0.2873,0.9802,1.181,0.00032,0.000265318910582775,0.000445327284230715
2019-04-11,"ANPP_woody","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,6.599e-05,63,0.5385,0.9886,0.57,-0.00684,-0.00943149475437376,-0.00546347215301748
2019-04-11,"ANPP_woody_stem","AnnualFrostDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,5.446e-13,286,0.3348,0.9821,1.892,-0.00567,-0.00711475801784443,-0.0040930638568518
2019-04-11,"ANPP_woody","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",FALSE,0.08267,63,0.1293,0.991,0.9458,0.00403,6.62098044107236e-05,0.00813910073896667
2019-04-11,"ANPP_woody_stem","AnnualWetDays",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.112e-08,286,0.205,0.9843,7.309,0.00238,-0.000435648862664731,0.00636705207644439
2019-04-11,"ANPP_woody","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.0008399,63,0.4017,0.9873,2.421,5.99716,4.5928261028949,9.14696047321664
2019-04-11,"ANPP_woody_stem","VapourPressure",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,1.016e-12,286,0.3586,0.9826,1.207,5.52721,3.91884303454241,6.89665699135967
2019-04-11,"ANPP_woody","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod",FALSE,0.1058,63,0.1214,0.9884,2.135,2e-05,-2.2001906659705e-05,9.61063897684212e-05
2019-04-11,"ANPP_woody_stem","Aridity",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.244e-10,286,0.2398,0.9811,0.1321,3e-05,2.86351694389306e-05,5.92203022167522e-05
2019-04-11,"ANPP_woody","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,4.792e-05,63,0.5061,0.9871,0.7247,0.00223,0.00166258632089358,0.00284280860145042
2019-04-11,"ANPP_woody_stem","PotentialEvapotranspiration",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,6.996e-13,286,0.4262,0.987,22.74,8e-04,0.000231334259657283,0.00147174731220411
2019-04-11,"ANPP_woody","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,7.694e-05,63,0.5184,0.9858,1.092,2.91144,2.39479986735005,3.94150779254885
2019-04-11,"ANPP_woody_stem","VapourPressureDeficit",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,3.595e-10,286,0.3599,0.9861,11.01,1.14691,0.247652924630426,1.92009133101969
2019-04-11,"ANPP_woody","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.linear",TRUE,0.000344,63,0.3997,0.9882,2.49,1e-05,4.65348901402237e-06,1.1000546769275e-05
2019-04-11,"ANPP_woody_stem","SolarRadiation",TRUE,"geographic.area/plot.name","age.greater.than.100","mod.poly",TRUE,1.973e-12,286,0.275,0.9842,16.31,0,1.02528362033734e-06,6.00103421896465e-06
