"Koeppen","variable","percentage"
"Am","NPP AnnualMeanTemp",2.4390243902439
"As","NPP AnnualMeanTemp",1.21951219512195
"Cfa","NPP AnnualMeanTemp",10.9756097560976
"Cfb","NPP AnnualMeanTemp",21.9512195121951
"Csb","NPP AnnualMeanTemp",13.4146341463415
"Cwa","NPP AnnualMeanTemp",2.4390243902439
"Dfb","NPP AnnualMeanTemp",3.65853658536585
"Dfc","NPP AnnualMeanTemp",19.5121951219512
"Af","BNPP_root AnnualMeanTemp",23.9583333333333
"Am","BNPP_root AnnualMeanTemp",6.25
"As","BNPP_root AnnualMeanTemp",2.08333333333333
"Aw","BNPP_root AnnualMeanTemp",4.16666666666667
"Cfa","BNPP_root AnnualMeanTemp",9.375
"Cfb","BNPP_root AnnualMeanTemp",18.75
"Csb","BNPP_root AnnualMeanTemp",13.5416666666667
"Cwa","BNPP_root AnnualMeanTemp",2.08333333333333
"Dfb","BNPP_root AnnualMeanTemp",5.20833333333333
"Dfc","BNPP_root AnnualMeanTemp",14.5833333333333
"Af","BNPP_root_fine AnnualMeanTemp",29.2682926829268
"Am","BNPP_root_fine AnnualMeanTemp",8.53658536585366
"As","BNPP_root_fine AnnualMeanTemp",4.8780487804878
"Aw","BNPP_root_fine AnnualMeanTemp",2.4390243902439
"Cfa","BNPP_root_fine AnnualMeanTemp",6.09756097560976
"Cfb","BNPP_root_fine AnnualMeanTemp",18.2926829268293
"Csb","BNPP_root_fine AnnualMeanTemp",12.1951219512195
"Cwa","BNPP_root_fine AnnualMeanTemp",1.21951219512195
"Dfb","BNPP_root_fine AnnualMeanTemp",1.21951219512195
"Dfc","BNPP_root_fine AnnualMeanTemp",15.8536585365854
"Af","GPP TempSeasonality",10.2459016393443
"Am","GPP TempSeasonality",5.73770491803279
"Aw","GPP TempSeasonality",3.68852459016393
"Cfa","GPP TempSeasonality",3.27868852459016
"Cfb","GPP TempSeasonality",19.2622950819672
"Csb","GPP TempSeasonality",9.42622950819672
"Cwa","GPP TempSeasonality",2.45901639344262
"Dfb","GPP TempSeasonality",19.672131147541
"Dfc","GPP TempSeasonality",15.5737704918033
"Dwa","GPP TempSeasonality",1.22950819672131
"Dwb","GPP TempSeasonality",2.04918032786885
"ET","GPP TempSeasonality",7.37704918032787
"Af","NPP TempSeasonality",24.390243902439
"Am","NPP TempSeasonality",2.4390243902439
"As","NPP TempSeasonality",1.21951219512195
"Cfa","NPP TempSeasonality",10.9756097560976
"Cfb","NPP TempSeasonality",21.9512195121951
"Csb","NPP TempSeasonality",13.4146341463415
"Cwa","NPP TempSeasonality",2.4390243902439
"Dfb","NPP TempSeasonality",3.65853658536585
"Dfc","NPP TempSeasonality",19.5121951219512
"Af","BNPP_root TempSeasonality",23.9583333333333
"Am","BNPP_root TempSeasonality",6.25
"As","BNPP_root TempSeasonality",2.08333333333333
"Aw","BNPP_root TempSeasonality",4.16666666666667
"Cfa","BNPP_root TempSeasonality",9.375
"Cfb","BNPP_root TempSeasonality",18.75
"Csb","BNPP_root TempSeasonality",13.5416666666667
"Cwa","BNPP_root TempSeasonality",2.08333333333333
"Dfb","BNPP_root TempSeasonality",5.20833333333333
"Dfc","BNPP_root TempSeasonality",14.5833333333333
"Af","BNPP_root_fine TempSeasonality",29.2682926829268
"Am","BNPP_root_fine TempSeasonality",8.53658536585366
"As","BNPP_root_fine TempSeasonality",4.8780487804878
"Aw","BNPP_root_fine TempSeasonality",2.4390243902439
"Cfa","BNPP_root_fine TempSeasonality",6.09756097560976
"Cfb","BNPP_root_fine TempSeasonality",18.2926829268293
"Csb","BNPP_root_fine TempSeasonality",12.1951219512195
"Cwa","BNPP_root_fine TempSeasonality",1.21951219512195
"Dfb","BNPP_root_fine TempSeasonality",1.21951219512195
"Dfc","BNPP_root_fine TempSeasonality",15.8536585365854
"Af","GPP TempRangeAnnual",10.2459016393443
"Am","GPP TempRangeAnnual",5.73770491803279
"Aw","GPP TempRangeAnnual",3.68852459016393
"Cfa","GPP TempRangeAnnual",3.27868852459016
"Cfb","GPP TempRangeAnnual",19.2622950819672
"Csb","GPP TempRangeAnnual",9.42622950819672
"Cwa","GPP TempRangeAnnual",2.45901639344262
"Dfb","GPP TempRangeAnnual",19.672131147541
"Dfc","GPP TempRangeAnnual",15.5737704918033
"Dwa","GPP TempRangeAnnual",1.22950819672131
"Dwb","GPP TempRangeAnnual",2.04918032786885
"ET","GPP TempRangeAnnual",7.37704918032787
"Af","NPP TempRangeAnnual",24.390243902439
"Am","NPP TempRangeAnnual",2.4390243902439
"As","NPP TempRangeAnnual",1.21951219512195
"Cfa","NPP TempRangeAnnual",10.9756097560976
"Cfb","NPP TempRangeAnnual",21.9512195121951
"Csb","NPP TempRangeAnnual",13.4146341463415
"Cwa","NPP TempRangeAnnual",2.4390243902439
"Dfb","NPP TempRangeAnnual",3.65853658536585
"Dfc","NPP TempRangeAnnual",19.5121951219512
"Af","BNPP_root TempRangeAnnual",23.9583333333333
"Am","BNPP_root TempRangeAnnual",6.25
"As","BNPP_root TempRangeAnnual",2.08333333333333
"Aw","BNPP_root TempRangeAnnual",4.16666666666667
"Cfa","BNPP_root TempRangeAnnual",9.375
"Cfb","BNPP_root TempRangeAnnual",18.75
"Csb","BNPP_root TempRangeAnnual",13.5416666666667
"Cwa","BNPP_root TempRangeAnnual",2.08333333333333
"Dfb","BNPP_root TempRangeAnnual",5.20833333333333
"Dfc","BNPP_root TempRangeAnnual",14.5833333333333
"Af","BNPP_root_fine TempRangeAnnual",29.2682926829268
"Am","BNPP_root_fine TempRangeAnnual",8.53658536585366
"As","BNPP_root_fine TempRangeAnnual",4.8780487804878
"Aw","BNPP_root_fine TempRangeAnnual",2.4390243902439
"Cfa","BNPP_root_fine TempRangeAnnual",6.09756097560976
"Cfb","BNPP_root_fine TempRangeAnnual",18.2926829268293
"Csb","BNPP_root_fine TempRangeAnnual",12.1951219512195
"Cwa","BNPP_root_fine TempRangeAnnual",1.21951219512195
"Dfb","BNPP_root_fine TempRangeAnnual",1.21951219512195
"Dfc","BNPP_root_fine TempRangeAnnual",15.8536585365854
"Af","GPP AnnualPre",10.2459016393443
"Am","GPP AnnualPre",5.73770491803279
"Aw","GPP AnnualPre",3.68852459016393
"Cfa","GPP AnnualPre",3.27868852459016
"Cfb","GPP AnnualPre",19.2622950819672
"Csb","GPP AnnualPre",9.42622950819672
"Cwa","GPP AnnualPre",2.45901639344262
"Dfb","GPP AnnualPre",19.672131147541
"Dfc","GPP AnnualPre",15.5737704918033
"Dwa","GPP AnnualPre",1.22950819672131
"Dwb","GPP AnnualPre",2.04918032786885
"ET","GPP AnnualPre",7.37704918032787
"Af","NPP AnnualPre",24.390243902439
"Am","NPP AnnualPre",2.4390243902439
"As","NPP AnnualPre",1.21951219512195
"Cfa","NPP AnnualPre",10.9756097560976
"Cfb","NPP AnnualPre",21.9512195121951
"Csb","NPP AnnualPre",13.4146341463415
"Cwa","NPP AnnualPre",2.4390243902439
"Dfb","NPP AnnualPre",3.65853658536585
"Dfc","NPP AnnualPre",19.5121951219512
"Af","BNPP_root AnnualPre",23.9583333333333
"Am","BNPP_root AnnualPre",6.25
"As","BNPP_root AnnualPre",2.08333333333333
"Aw","BNPP_root AnnualPre",4.16666666666667
"Cfa","BNPP_root AnnualPre",9.375
"Cfb","BNPP_root AnnualPre",18.75
"Csb","BNPP_root AnnualPre",13.5416666666667
"Cwa","BNPP_root AnnualPre",2.08333333333333
"Dfb","BNPP_root AnnualPre",5.20833333333333
"Dfc","BNPP_root AnnualPre",14.5833333333333
"Af","BNPP_root_fine AnnualPre",29.2682926829268
"Am","BNPP_root_fine AnnualPre",8.53658536585366
"As","BNPP_root_fine AnnualPre",4.8780487804878
"Aw","BNPP_root_fine AnnualPre",2.4390243902439
"Cfa","BNPP_root_fine AnnualPre",6.09756097560976
"Cfb","BNPP_root_fine AnnualPre",18.2926829268293
"Csb","BNPP_root_fine AnnualPre",12.1951219512195
"Cwa","BNPP_root_fine AnnualPre",1.21951219512195
"Dfb","BNPP_root_fine AnnualPre",1.21951219512195
"Dfc","BNPP_root_fine AnnualPre",15.8536585365854
"Af","GPP AnnualFrostDays",10.2459016393443
"Am","GPP AnnualFrostDays",5.73770491803279
"Aw","GPP AnnualFrostDays",3.68852459016393
"Cfa","GPP AnnualFrostDays",3.27868852459016
"Cfb","GPP AnnualFrostDays",19.2622950819672
"Csb","GPP AnnualFrostDays",9.42622950819672
"Cwa","GPP AnnualFrostDays",2.45901639344262
"Dfb","GPP AnnualFrostDays",19.672131147541
"Dfc","GPP AnnualFrostDays",15.5737704918033
"Dwa","GPP AnnualFrostDays",1.22950819672131
"Dwb","GPP AnnualFrostDays",2.04918032786885
"ET","GPP AnnualFrostDays",7.37704918032787
"Af","NPP AnnualFrostDays",24.390243902439
"Am","NPP AnnualFrostDays",2.4390243902439
"As","NPP AnnualFrostDays",1.21951219512195
"Cfa","NPP AnnualFrostDays",10.9756097560976
"Cfb","NPP AnnualFrostDays",21.9512195121951
"Csb","NPP AnnualFrostDays",13.4146341463415
"Cwa","NPP AnnualFrostDays",2.4390243902439
"Dfb","NPP AnnualFrostDays",3.65853658536585
"Dfc","NPP AnnualFrostDays",19.5121951219512
"Af","BNPP_root AnnualFrostDays",23.9583333333333
"Am","BNPP_root AnnualFrostDays",6.25
"As","BNPP_root AnnualFrostDays",2.08333333333333
"Aw","BNPP_root AnnualFrostDays",4.16666666666667
"Cfa","BNPP_root AnnualFrostDays",9.375
"Cfb","BNPP_root AnnualFrostDays",18.75
"Csb","BNPP_root AnnualFrostDays",13.5416666666667
"Cwa","BNPP_root AnnualFrostDays",2.08333333333333
"Dfb","BNPP_root AnnualFrostDays",5.20833333333333
"Dfc","BNPP_root AnnualFrostDays",14.5833333333333
"Af","BNPP_root_fine AnnualFrostDays",29.2682926829268
"Am","BNPP_root_fine AnnualFrostDays",8.53658536585366
"As","BNPP_root_fine AnnualFrostDays",4.8780487804878
"Aw","BNPP_root_fine AnnualFrostDays",2.4390243902439
"Cfa","BNPP_root_fine AnnualFrostDays",6.09756097560976
"Cfb","BNPP_root_fine AnnualFrostDays",18.2926829268293
"Csb","BNPP_root_fine AnnualFrostDays",12.1951219512195
"Cwa","BNPP_root_fine AnnualFrostDays",1.21951219512195
"Dfb","BNPP_root_fine AnnualFrostDays",1.21951219512195
"Dfc","BNPP_root_fine AnnualFrostDays",15.8536585365854
"Af","GPP AnnualWetDays",10.2459016393443
"Am","GPP AnnualWetDays",5.73770491803279
"Aw","GPP AnnualWetDays",3.68852459016393
"Cfa","GPP AnnualWetDays",3.27868852459016
"Cfb","GPP AnnualWetDays",19.2622950819672
"Csb","GPP AnnualWetDays",9.42622950819672
"Cwa","GPP AnnualWetDays",2.45901639344262
"Dfb","GPP AnnualWetDays",19.672131147541
"Dfc","GPP AnnualWetDays",15.5737704918033
"Dwa","GPP AnnualWetDays",1.22950819672131
"Dwb","GPP AnnualWetDays",2.04918032786885
"ET","GPP AnnualWetDays",7.37704918032787
"Af","NPP AnnualWetDays",24.390243902439
"Am","NPP AnnualWetDays",2.4390243902439
"As","NPP AnnualWetDays",1.21951219512195
"Cfa","NPP AnnualWetDays",10.9756097560976
"Cfb","NPP AnnualWetDays",21.9512195121951
"Csb","NPP AnnualWetDays",13.4146341463415
"Cwa","NPP AnnualWetDays",2.4390243902439
"Dfb","NPP AnnualWetDays",3.65853658536585
"Dfc","NPP AnnualWetDays",19.5121951219512
"Af","BNPP_root AnnualWetDays",23.9583333333333
"Am","BNPP_root AnnualWetDays",6.25
"As","BNPP_root AnnualWetDays",2.08333333333333
"Aw","BNPP_root AnnualWetDays",4.16666666666667
"Cfa","BNPP_root AnnualWetDays",9.375
"Cfb","BNPP_root AnnualWetDays",18.75
"Csb","BNPP_root AnnualWetDays",13.5416666666667
"Cwa","BNPP_root AnnualWetDays",2.08333333333333
"Dfb","BNPP_root AnnualWetDays",5.20833333333333
"Dfc","BNPP_root AnnualWetDays",14.5833333333333
"Af","BNPP_root_fine AnnualWetDays",29.2682926829268
"Am","BNPP_root_fine AnnualWetDays",8.53658536585366
"As","BNPP_root_fine AnnualWetDays",4.8780487804878
"Aw","BNPP_root_fine AnnualWetDays",2.4390243902439
"Cfa","BNPP_root_fine AnnualWetDays",6.09756097560976
"Cfb","BNPP_root_fine AnnualWetDays",18.2926829268293
"Csb","BNPP_root_fine AnnualWetDays",12.1951219512195
"Cwa","BNPP_root_fine AnnualWetDays",1.21951219512195
"Dfb","BNPP_root_fine AnnualWetDays",1.21951219512195
"Dfc","BNPP_root_fine AnnualWetDays",15.8536585365854
"Af","GPP VapourPressure",10.2459016393443
"Am","GPP VapourPressure",5.73770491803279
"Aw","GPP VapourPressure",3.68852459016393
"Cfa","GPP VapourPressure",3.27868852459016
"Cfb","GPP VapourPressure",19.2622950819672
"Csb","GPP VapourPressure",9.42622950819672
"Cwa","GPP VapourPressure",2.45901639344262
"Dfb","GPP VapourPressure",19.672131147541
"Dfc","GPP VapourPressure",15.5737704918033
"Dwa","GPP VapourPressure",1.22950819672131
"Dwb","GPP VapourPressure",2.04918032786885
"ET","GPP VapourPressure",7.37704918032787
"Af","NPP VapourPressure",24.390243902439
"Am","NPP VapourPressure",2.4390243902439
"As","NPP VapourPressure",1.21951219512195
"Cfa","NPP VapourPressure",10.9756097560976
"Cfb","NPP VapourPressure",21.9512195121951
"Csb","NPP VapourPressure",13.4146341463415
"Cwa","NPP VapourPressure",2.4390243902439
"Dfb","NPP VapourPressure",3.65853658536585
"Dfc","NPP VapourPressure",19.5121951219512
"Af","BNPP_root VapourPressure",23.9583333333333
"Am","BNPP_root VapourPressure",6.25
"As","BNPP_root VapourPressure",2.08333333333333
"Aw","BNPP_root VapourPressure",4.16666666666667
"Cfa","BNPP_root VapourPressure",9.375
"Cfb","BNPP_root VapourPressure",18.75
"Csb","BNPP_root VapourPressure",13.5416666666667
"Cwa","BNPP_root VapourPressure",2.08333333333333
"Dfb","BNPP_root VapourPressure",5.20833333333333
"Dfc","BNPP_root VapourPressure",14.5833333333333
"Af","BNPP_root_fine VapourPressure",29.2682926829268
"Am","BNPP_root_fine VapourPressure",8.53658536585366
"As","BNPP_root_fine VapourPressure",4.8780487804878
"Aw","BNPP_root_fine VapourPressure",2.4390243902439
"Cfa","BNPP_root_fine VapourPressure",6.09756097560976
"Cfb","BNPP_root_fine VapourPressure",18.2926829268293
"Csb","BNPP_root_fine VapourPressure",12.1951219512195
"Cwa","BNPP_root_fine VapourPressure",1.21951219512195
"Dfb","BNPP_root_fine VapourPressure",1.21951219512195
"Dfc","BNPP_root_fine VapourPressure",15.8536585365854
"Af","GPP Aridity",10.2459016393443
"Am","GPP Aridity",5.73770491803279
"Aw","GPP Aridity",3.68852459016393
"Cfa","GPP Aridity",3.27868852459016
"Cfb","GPP Aridity",19.2622950819672
"Csb","GPP Aridity",9.42622950819672
"Cwa","GPP Aridity",2.45901639344262
"Dfb","GPP Aridity",19.672131147541
"Dfc","GPP Aridity",15.5737704918033
"Dwa","GPP Aridity",1.22950819672131
"Dwb","GPP Aridity",2.04918032786885
"ET","GPP Aridity",7.37704918032787
"Af","NPP Aridity",24.390243902439
"Am","NPP Aridity",2.4390243902439
"As","NPP Aridity",1.21951219512195
"Cfa","NPP Aridity",10.9756097560976
"Cfb","NPP Aridity",21.9512195121951
"Csb","NPP Aridity",13.4146341463415
"Cwa","NPP Aridity",2.4390243902439
"Dfb","NPP Aridity",3.65853658536585
"Dfc","NPP Aridity",19.5121951219512
"Af","BNPP_root Aridity",23.9583333333333
"Am","BNPP_root Aridity",6.25
"As","BNPP_root Aridity",2.08333333333333
"Aw","BNPP_root Aridity",4.16666666666667
"Cfa","BNPP_root Aridity",9.375
"Cfb","BNPP_root Aridity",18.75
"Csb","BNPP_root Aridity",13.5416666666667
"Cwa","BNPP_root Aridity",2.08333333333333
"Dfb","BNPP_root Aridity",5.20833333333333
"Dfc","BNPP_root Aridity",14.5833333333333
"Af","BNPP_root_fine Aridity",29.2682926829268
"Am","BNPP_root_fine Aridity",8.53658536585366
"As","BNPP_root_fine Aridity",4.8780487804878
"Aw","BNPP_root_fine Aridity",2.4390243902439
"Cfa","BNPP_root_fine Aridity",6.09756097560976
"Cfb","BNPP_root_fine Aridity",18.2926829268293
"Csb","BNPP_root_fine Aridity",12.1951219512195
"Cwa","BNPP_root_fine Aridity",1.21951219512195
"Dfb","BNPP_root_fine Aridity",1.21951219512195
"Dfc","BNPP_root_fine Aridity",15.8536585365854
"Af","GPP PotentialEvapotranspiration",10.2459016393443
"Am","GPP PotentialEvapotranspiration",5.73770491803279
"Aw","GPP PotentialEvapotranspiration",3.68852459016393
"Cfa","GPP PotentialEvapotranspiration",3.27868852459016
"Cfb","GPP PotentialEvapotranspiration",19.2622950819672
"Csb","GPP PotentialEvapotranspiration",9.42622950819672
"Cwa","GPP PotentialEvapotranspiration",2.45901639344262
"Dfb","GPP PotentialEvapotranspiration",19.672131147541
"Dfc","GPP PotentialEvapotranspiration",15.5737704918033
"Dwa","GPP PotentialEvapotranspiration",1.22950819672131
"Dwb","GPP PotentialEvapotranspiration",2.04918032786885
"ET","GPP PotentialEvapotranspiration",7.37704918032787
"Af","NPP PotentialEvapotranspiration",24.390243902439
"Am","NPP PotentialEvapotranspiration",2.4390243902439
"As","NPP PotentialEvapotranspiration",1.21951219512195
"Cfa","NPP PotentialEvapotranspiration",10.9756097560976
"Cfb","NPP PotentialEvapotranspiration",21.9512195121951
"Csb","NPP PotentialEvapotranspiration",13.4146341463415
"Cwa","NPP PotentialEvapotranspiration",2.4390243902439
"Dfb","NPP PotentialEvapotranspiration",3.65853658536585
"Dfc","NPP PotentialEvapotranspiration",19.5121951219512
"Af","BNPP_root PotentialEvapotranspiration",23.9583333333333
"Am","BNPP_root PotentialEvapotranspiration",6.25
"As","BNPP_root PotentialEvapotranspiration",2.08333333333333
"Aw","BNPP_root PotentialEvapotranspiration",4.16666666666667
"Cfa","BNPP_root PotentialEvapotranspiration",9.375
"Cfb","BNPP_root PotentialEvapotranspiration",18.75
"Csb","BNPP_root PotentialEvapotranspiration",13.5416666666667
"Cwa","BNPP_root PotentialEvapotranspiration",2.08333333333333
"Dfb","BNPP_root PotentialEvapotranspiration",5.20833333333333
"Dfc","BNPP_root PotentialEvapotranspiration",14.5833333333333
"Af","BNPP_root_fine PotentialEvapotranspiration",29.2682926829268
"Am","BNPP_root_fine PotentialEvapotranspiration",8.53658536585366
"As","BNPP_root_fine PotentialEvapotranspiration",4.8780487804878
"Aw","BNPP_root_fine PotentialEvapotranspiration",2.4390243902439
"Cfa","BNPP_root_fine PotentialEvapotranspiration",6.09756097560976
"Cfb","BNPP_root_fine PotentialEvapotranspiration",18.2926829268293
"Csb","BNPP_root_fine PotentialEvapotranspiration",12.1951219512195
"Cwa","BNPP_root_fine PotentialEvapotranspiration",1.21951219512195
"Dfb","BNPP_root_fine PotentialEvapotranspiration",1.21951219512195
"Dfc","BNPP_root_fine PotentialEvapotranspiration",15.8536585365854
"Af","GPP VapourPressureDeficit",10.2459016393443
"Am","GPP VapourPressureDeficit",5.73770491803279
"Aw","GPP VapourPressureDeficit",3.68852459016393
"Cfa","GPP VapourPressureDeficit",3.27868852459016
"Cfb","GPP VapourPressureDeficit",19.2622950819672
"Csb","GPP VapourPressureDeficit",9.42622950819672
"Cwa","GPP VapourPressureDeficit",2.45901639344262
"Dfb","GPP VapourPressureDeficit",19.672131147541
"Dfc","GPP VapourPressureDeficit",15.5737704918033
"Dwa","GPP VapourPressureDeficit",1.22950819672131
"Dwb","GPP VapourPressureDeficit",2.04918032786885
"ET","GPP VapourPressureDeficit",7.37704918032787
"Af","NPP VapourPressureDeficit",24.390243902439
"Am","NPP VapourPressureDeficit",2.4390243902439
"As","NPP VapourPressureDeficit",1.21951219512195
"Cfa","NPP VapourPressureDeficit",10.9756097560976
"Cfb","NPP VapourPressureDeficit",21.9512195121951
"Csb","NPP VapourPressureDeficit",13.4146341463415
"Cwa","NPP VapourPressureDeficit",2.4390243902439
"Dfb","NPP VapourPressureDeficit",3.65853658536585
"Dfc","NPP VapourPressureDeficit",19.5121951219512
"Af","BNPP_root VapourPressureDeficit",23.9583333333333
"Am","BNPP_root VapourPressureDeficit",6.25
"As","BNPP_root VapourPressureDeficit",2.08333333333333
"Aw","BNPP_root VapourPressureDeficit",4.16666666666667
"Cfa","BNPP_root VapourPressureDeficit",9.375
"Cfb","BNPP_root VapourPressureDeficit",18.75
"Csb","BNPP_root VapourPressureDeficit",13.5416666666667
"Cwa","BNPP_root VapourPressureDeficit",2.08333333333333
"Dfb","BNPP_root VapourPressureDeficit",5.20833333333333
"Dfc","BNPP_root VapourPressureDeficit",14.5833333333333
"Af","BNPP_root_fine VapourPressureDeficit",29.2682926829268
"Am","BNPP_root_fine VapourPressureDeficit",8.53658536585366
"As","BNPP_root_fine VapourPressureDeficit",4.8780487804878
"Aw","BNPP_root_fine VapourPressureDeficit",2.4390243902439
"Cfa","BNPP_root_fine VapourPressureDeficit",6.09756097560976
"Cfb","BNPP_root_fine VapourPressureDeficit",18.2926829268293
"Csb","BNPP_root_fine VapourPressureDeficit",12.1951219512195
"Cwa","BNPP_root_fine VapourPressureDeficit",1.21951219512195
"Dfb","BNPP_root_fine VapourPressureDeficit",1.21951219512195
"Dfc","BNPP_root_fine VapourPressureDeficit",15.8536585365854
"Af","ANPP_1 mat",40.9722222222222
"Am","ANPP_1 mat",11.8055555555556
"As","ANPP_1 mat",6.94444444444444
"Aw","ANPP_1 mat",6.94444444444444
"Cfa","ANPP_1 mat",4.16666666666667
"Cfb","ANPP_1 mat",19.4444444444444
"Csa","ANPP_1 mat",0.694444444444444
"Csb","ANPP_1 mat",0.694444444444444
"Cwa","ANPP_1 mat",3.47222222222222
"Dfb","ANPP_1 mat",4.86111111111111
"Af","ANPP_foliage mat",32.4675324675325
"Am","ANPP_foliage mat",5.19480519480519
